,Product,Product Page,Product Title,Product subtitle,Developer,Rating,Ranking,Availability,Size,Lang,Version,Category
399,المجموعة المتحدة للتأمين أسيج,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D9%84%D9%84%D8%AA%D8%A3%D9%85%D9%8A%D9%86-%D8%A3%D8%B3%D9%8A%D8%AC/id1168766064?mt=8,"المجموعة المتحدة للتأمين أسيج
          4+",ACIG,Ramzy Awadh,3.1,#172 in Business,Free,34.1 MB,English,Version 2.6,Business
400,My Safe Notes - Lite,https://itunes.apple.com/sa/app/my-safe-notes-lite/id480811505?mt=8,"My Safe Notes - Lite
          4+",NA,Hongwen Yang,5,"5.0, 2 Ratings",Free,6.7 MB,"English, Simplified Chinese",Version 2.2,Business
401,Automatic call recorder ●,https://itunes.apple.com/sa/app/automatic-call-recorder/id1362975885?mt=8,"Automatic call recorder ●
          9+",Auto record & recording phone,Arun Nair,4.3,#68 in Business,Free,74.9 MB,English,Version 1.5,Business
402,مراس,https://itunes.apple.com/sa/app/%D9%85%D8%B1%D8%A7%D8%B3/id1320606822?mt=8,"مراس
          4+",NA,Meras,4.1,#119 in Business,Free,33.9 MB,English,Version 2.6,Business
403,شريطى,https://itunes.apple.com/sa/app/%D8%B4%D8%B1%D9%8A%D8%B7%D9%89/id858444018?mt=8,"شريطى
          4+",موقع الخدمات الاول بالوطن العر,Akram Ahmed,2,"2.0, 4 Ratings",Free,40 MB,English,Version 2.0,Business
404,خدماتي - حرس الحدود السعودي,https://itunes.apple.com/sa/app/%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%D9%8A-%D8%AD%D8%B1%D8%B3-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/id1096661299?mt=8,"خدماتي - حرس الحدود السعودي
          4+",NA,حرس الحدود السعودي,3.9,#168 in Business,Free,61.5 MB,English,Version 8.5,Business
405,سوق سيارات,https://itunes.apple.com/sa/app/%D8%B3%D9%88%D9%82-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA/id457487405?mt=8,"سوق سيارات
          4+",NA,sooqcar,4.5,#184 in Business,Free,33.4 MB,English,Version 3.1,Business
406,business card scanner  samcard,https://itunes.apple.com/sa/app/business-card-scanner-samcard/id469342674?mt=8,"business card scanner  samcard
          4+",business card reader-camcard,SamTeam,4.6,"4.6, 396 Ratings",Free,125 MB,"English, French, German, Italian, Japanese, Portuguese, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Version 2.6.19,Business
407,zid زد,https://itunes.apple.com/sa/app/zid-%D8%B2%D8%AF/id1094309950?mt=8,"zid زد
          4+",NA,Qdrah Co LLC,4.5,#72 in Business,Free,86.7 MB,"English, Arabic",Version 1.134.00,Business
408,Bing Ads,https://itunes.apple.com/sa/app/bing-ads/id979729863?mt=8,"Bing Ads
          4+",NA,Microsoft Corporation,3.9,"3.9, 12 Ratings",Free,50.2 MB,"English, French, German, Italian, Portuguese, Spanish, Traditional Chinese",Version 2.14.4,Business
409,Recorder Plus : Voice Recorder,https://itunes.apple.com/sa/app/recorder-plus-voice-recorder/id884644433?mt=8,"Recorder Plus : Voice Recorder
          4+",Audio Recorder & Cloud Sharing,AppDev Technolabs,4.3,"4.3, 570 Ratings",Free,31.2 MB,"English, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish",Version 4.9,Business
410,Recorder X - Call Recorder,https://itunes.apple.com/sa/app/recorder-x-call-recorder/id1445683792?mt=8,"Recorder X - Call Recorder
          4+",Call Recorder for Phone Calls,STABLE MOBILE BILISIM URUNLERI VE HIZMETLERI ANONIM SIRKETI,4.3,"4.3, 95 Ratings",Free,63.2 MB,"English, Azerbaijani, French, German, Italian, Portuguese, Spanish, Turkish",Version 1.1.2,Business
411,Office 365 Admin,https://itunes.apple.com/sa/app/office-365-admin/id761397963?mt=8,"Office 365 Admin
          4+",NA,Microsoft Corporation,4.3,"4.3, 22 Ratings",Free,113.6 MB,"English, French, German, Japanese, Portuguese, Spanish, Traditional Chinese",Version 3.45,Business
412,Glassdoor Job Search,https://itunes.apple.com/sa/app/glassdoor-job-search/id589698942?mt=8,"Glassdoor Job Search
          4+","Jobs, Salaries & Reviews",Glassdoor,4.7,#189 in Business,Free,81.5 MB,"English, Dutch, French, German, Italian, Portuguese, Spanish",Version 6.14.3,Business
413,تطبيق تأجير السيارات iNeed,https://itunes.apple.com/sa/app/%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%A3%D8%AC%D9%8A%D8%B1-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-ineed/id1119227123?mt=8,"تطبيق تأجير السيارات iNeed
          4+",NA,ALAIDAROUS HUSSAIN,2.7,#130 in Business,Free,41.1 MB,English,Version 2.0.1,Business
414,مناقصات,https://itunes.apple.com/sa/app/%D9%85%D9%86%D8%A7%D9%82%D8%B5%D8%A7%D8%AA/id1031312208?mt=8,"مناقصات
          4+",NA,Halacode EST. for information technology,4,"4.0, 25 Ratings",Free,33.7 MB,"English, Arabic, Turkish",Version 3.2.1,Business
415,LogMeIn,https://itunes.apple.com/sa/app/logmein/id479229407?mt=8,"LogMeIn
          4+",NA,"LogMeIn, Inc.",4.6,"4.6, 10 Ratings",Free,34.3 MB,"English, Dutch, French, German, Hungarian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Version 4.1.7398,Business
416,GoToMeeting,https://itunes.apple.com/sa/app/gotomeeting/id1239774423?mt=8,"GoToMeeting
          4+",NA,"LogMeIn, Inc.",4.3,#138 in Business,Free,142.2 MB,"English, French, German, Italian, Portuguese, Simplified Chinese, Spanish",Version 6.15.0,Business
417,FAX.PLUS - Receive & Send Fax,https://itunes.apple.com/sa/app/fax-plus-receive-send-fax/id1170782544?mt=8,"FAX.PLUS - Receive & Send Fax
          4+",Send Fax from iPhone. Fax App,Alohi,4.3,"4.3, 55 Ratings",Free,63.6 MB,English,Version 6.1,Business
418,Workplace by Facebook,https://itunes.apple.com/sa/app/workplace-by-facebook/id944921229?mt=8,"Workplace by Facebook
          4+",NA,"Facebook, Inc.",4.7,#164 in Business,Free,387.7 MB,"English, Czech, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Version 215.0,Business
419,OVPN Finder - Free VPN Tools,https://itunes.apple.com/sa/app/ovpn-finder-free-vpn-tools/id907772040?mt=8,"OVPN Finder - Free VPN Tools
          4+",NA,Lei Shi,5,"5.0, 2 Ratings",Free,13.1 MB,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese",Version 1.6,Business
420,حليناها,https://itunes.apple.com/sa/app/%D8%AD%D9%84%D9%8A%D9%86%D8%A7%D9%87%D8%A7/id1383515855?mt=8,"حليناها
          4+",NA,Asim Alrumi,4.3,"4.3, 21 Ratings",Free,49.4 MB,English,Version 1.11,Business
421,Pace Courier,https://itunes.apple.com/sa/app/pace-courier/id1453956352?mt=8,"Pace Courier
          4+",NA,Saud Faleh Alqahtani,3.2,#64 in Business,Free,68.4 MB,"English, Arabic, Urdu",Version 1.0.1,Business
422,مستشارك القانوني,https://itunes.apple.com/sa/app/%D9%85%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%83-%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A/id1164042679?mt=8,"مستشارك القانوني
          17+",NA,Ravinesh Raj,1,"1.0, 1 Rating",Free,71.3 MB,"English, Dutch, French, German, Italian",Version 3.0,Business
423,MenaME-Plus®,https://itunes.apple.com/sa/app/mename-plus/id802960138?mt=8,"MenaME-Plus®
          4+",NA,MenaITech,3.2,#109 in Business,Free,39.6 MB,"English, Arabic",Version 3.1,Business
424,Awini عاوني,https://itunes.apple.com/sa/app/awini-%D8%B9%D8%A7%D9%88%D9%86%D9%8A/id1339099013?mt=8,"Awini عاوني
          4+","لخدمات النقل, نعين ونعاون",Western Experts Company,4.2,"4.2, 46 Ratings",Free,35.5 MB,"English, Arabic",Version 2.2.3,Business
425,معرض اوتوسيتي للسيارات,https://itunes.apple.com/sa/app/%D9%85%D8%B9%D8%B1%D8%B6-%D8%A7%D9%88%D8%AA%D9%88%D8%B3%D9%8A%D8%AA%D9%8A-%D9%84%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA/id1180394336?mt=8,"معرض اوتوسيتي للسيارات
          17+",NA,Syarah Limited,3.4,#155 in Business,Free,33.7 MB,"English, Arabic, Catalan, Czech, Danish, Dutch, French, German, Greek, Hebrew, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Norwegian Nynorsk, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Version 1.5,Business
426,TM-تم,https://itunes.apple.com/sa/app/tm-%D8%AA%D9%85/id1437056115?mt=8,"TM-تم
          4+",الاقرب اليك دائما,iTeks,3.6,"3.6, 26 Ratings",Free,76.6 MB,English,Version 1.8.6,Business
427,DesignMantic - Logo Maker,https://itunes.apple.com/sa/app/designmantic-logo-maker/id880585558?mt=8,"DesignMantic - Logo Maker
          4+",NA,Right Solution,1,"1.0, 2 Ratings",Free,17.5 MB,English,Version 3.2.1,Business
428,OfficeSuite & PDF editor,https://itunes.apple.com/sa/app/officesuite-pdf-editor/id924005506?mt=8,"OfficeSuite & PDF editor
          4+","Word, Excel, PowerPoint & PDF","MobiSystems, Inc.",4.8,"4.8, 265 Ratings",Free,152.1 MB,"English, Arabic, French, German, Hebrew, Hindi, Italian, Japanese, Russian, Simplified Chinese, Spanish, Thai",Version 6.9,Business
429,Athathy | أثاثي أونلاين,https://itunes.apple.com/sa/app/athathy-%D8%A3%D8%AB%D8%A7%D8%AB%D9%8A-%D8%A3%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86/id1047053234?mt=8,"Athathy | أثاثي أونلاين
          17+",NA,Awan Inc.,1.8,"1.8, 6 Ratings",Free,2.5 MB,Arabic,Version 1.0,Business
430,Doc Scan - Fax PDF Scanner,https://itunes.apple.com/sa/app/doc-scan-fax-pdf-scanner/id453312964?mt=8,"Doc Scan - Fax PDF Scanner
          4+",Email Upload Scanned Document,"IFUNPLAY CO., LTD.",4.8,"4.8, 42 Ratings",Free,55.1 MB,English,Version 14.5,Business
431,Content - Workspace ONE,https://itunes.apple.com/sa/app/content-workspace-one/id525890839?mt=8,"Content - Workspace ONE
          4+",VMware Workspace ONE,"AirWatch, LLC",4,#103 in Business,Free,300.2 MB,"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Version 4.17,Business
432,AtHome Camera surveillance app,https://itunes.apple.com/sa/app/athome-camera-surveillance-app/id305567000?mt=8,"AtHome Camera surveillance app
          4+","Smartphone,mobile monitor",Circlely Networks Incorporated,4.5,"4.5, 22 Ratings",Free,102.1 MB,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese",Version 4.3.4,Business
433,Fiverr - Freelance Services,https://itunes.apple.com/sa/app/fiverr-freelance-services/id346080608?mt=8,"Fiverr - Freelance Services
          4+",NA,Fiverr International Ltd.,4.8,"4.8, 397 Ratings",Free,126.3 MB,English,Version 2.57,Business
434,Web - Workspace ONE,https://itunes.apple.com/sa/app/web-workspace-one/id525891468?mt=8,"Web - Workspace ONE
          4+",VMware Workspace ONE,"AirWatch, LLC",4.3,#151 in Business,Free,96.8 MB,"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Version 7.4,Business
435,Boxer - Workspace ONE,https://itunes.apple.com/sa/app/boxer-workspace-one/id1087506559?mt=8,"Boxer - Workspace ONE
          4+",VMware Workspace ONE,"AirWatch, LLC",4.5,#176 in Business,Free,150.5 MB,"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Version 5.5,Business
436,eEZzeePay.,https://itunes.apple.com/sa/app/eezzeepay/id1116680868?mt=8,"eEZzeePay.
          4+",NA,KhalijTel FZC,1,"1.0, 2 Ratings",Free,40.2 MB,"English, Arabic",Version 1.1.2,Business
437,Logo Maker | Design Monogram,https://itunes.apple.com/sa/app/logo-maker-design-monogram/id1217017670?mt=8,"Logo Maker | Design Monogram
          4+",Custom Fonts & Edit a Symbol,CONTENT ARCADE (UK) LTD.,4.7,#79 in Business,Free,121.1 MB,"English, German, Italian, Malay, Portuguese, Spanish",Version 7.0.5,Business
438,Inter IKEA Meetings,https://itunes.apple.com/sa/app/inter-ikea-meetings/id1213418835?mt=8,"Inter IKEA Meetings
          17+",NA,Inter IKEA Systems B.V.,3,#83 in Business,Free,42.8 MB,English,Version 1.6,Business
439,SuccessFactors,https://itunes.apple.com/sa/app/successfactors/id426562526?mt=8,"SuccessFactors
          4+",NA,"SuccessFactors, Inc.",3.6,#84 in Business,Free,184 MB,"English, Arabic, Bulgarian, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Welsh",Version 6.19,Business
440,Albassami البسامي,https://itunes.apple.com/sa/app/albassami-%D8%A7%D9%84%D8%A8%D8%B3%D8%A7%D9%85%D9%8A/id1114238465?mt=8,"Albassami البسامي
          4+",NA,Ayman soliman,2.3,#190 in Business,Free,31.1 MB,"English, Arabic",Version 1.8,Business
441,Resume Creator Pro CV Designer,https://itunes.apple.com/sa/app/resume-creator-pro-cv-designer/id1140134507?mt=8,"Resume Creator Pro CV Designer
          4+",NA,Bacancy Technology,3.3,"3.3, 18 Ratings",Free,60.5 MB,"English, Arabic, French, Indonesian, Malay, Simplified Chinese, Spanish, Thai",Version 2.4,Business
442,GulfTalent - Job Search App,https://itunes.apple.com/sa/app/gulftalent-job-search-app/id1093457564?mt=8,"GulfTalent - Job Search App
          4+","Find jobs in UAE, Saudi, Gulf",Gulf Talent FZ-LLC,4,#192 in Business,Free,65 MB,English,Version 2.0.0,Business
443,وظائف السعوديه,https://itunes.apple.com/sa/app/%D9%88%D8%B8%D8%A7%D8%A6%D9%81-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D9%87/id1166147175?mt=8,"وظائف السعوديه
          17+",NA,Mohammed Mohaisen,1.5,#158 in Business,Free,30.1 MB,English,Version 1.1,Business
444,Maqas - مقص,https://itunes.apple.com/sa/app/maqas-%D9%85%D9%82%D8%B5/id1134519737?mt=8,"Maqas - مقص
          4+",حلك الشامل للحلاقة,Thapp,4.4,"4.4, 150 Ratings",Free,87.4 MB,"English, Arabic",Version 3.4.6,Business
445,Canon PRINT Business,https://itunes.apple.com/sa/app/canon-print-business/id576292561?mt=8,"Canon PRINT Business
          17+",NA,Canon Inc.,5,"5.0, 3 Ratings",Free,48.1 MB,"English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Version 6.1.0,Business
446,Microsoft Teams,https://itunes.apple.com/sa/app/microsoft-teams/id1113153706?mt=8,"Microsoft Teams
          4+",Hub for teamwork,Microsoft Corporation,4.7,#111 in Business,Free,163 MB,"English, Akan, Arabic, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Finnish, French, German, Greek, Hebrew, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Norwegian Bokmål, Norwegian Nynorsk, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Welsh",Version 1.0.71,Business
447,شريطي,https://itunes.apple.com/sa/app/%D8%B4%D8%B1%D9%8A%D8%B7%D9%8A/id1110762024?mt=8,"شريطي
          4+",حراج سيارات الخليج,Hazzaa ALHazzaa,3.7,"3.7, 3 Ratings",Free,17.3 MB,English,Version 150,Business
448,عقار ايزي AQAREASY,https://itunes.apple.com/sa/app/%D8%B9%D9%82%D8%A7%D8%B1-%D8%A7%D9%8A%D8%B2%D9%8A-aqareasy/id1041822050?mt=8,"عقار ايزي AQAREASY
          4+",NA,twarud.com,5,"5.0, 1 Rating",Free,33.2 MB,English,Version 2.6,Business
449,Safe Mail for Gmail Free : secure and easy email mobile app with Touch ID to access multiple Gmail a...,https://itunes.apple.com/sa/app/safe-mail-for-gmail-free-secure-easy-email-mobile-app/id482482949?mt=8,"Safe Mail for Gmail Free : secure and easy email mobile app with Touch ID to access multiple Gmail and Google Apps inbox accounts
          4+",NA,MinhMobileDev,3,"3.0, 2 Ratings",Free,23 MB,English,Version 6.0,Business
450,عقار جدة,https://itunes.apple.com/sa/app/%D8%B9%D9%82%D8%A7%D8%B1-%D8%AC%D8%AF%D8%A9/id1372588763?mt=8,"عقار جدة
          4+",لجميع خدمات العقار في جدة,Hazzaa ALHazzaa,3.3,#136 in Business,Free,20.7 MB,English,Version 10,Business
451,MobileIron Mobile@Work™ Client,https://itunes.apple.com/sa/app/mobileiron-mobile-work-client/id320659794?mt=8,"MobileIron Mobile@Work™ Client
          4+",NA,MobileIron,2.4,"2.4, 5 Ratings",Free,68.2 MB,"English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Romanian, Simplified Chinese, Slovak, Spanish, Traditional Chinese",Version 11.0.1,Business
452,Adobe Acrobat Reader Intune,https://itunes.apple.com/sa/app/adobe-acrobat-reader-intune/id1051980424?mt=8,"Adobe Acrobat Reader Intune
          4+",Microsoft Intune MAM MDM,Adobe,5,#144 in Business,Free,117.5 MB,"English, Czech, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Version 18.05.29,Business
453,حساباتي الشخصية المجاني,https://itunes.apple.com/sa/app/%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA%D9%8A-%D8%A7%D9%84%D8%B4%D8%AE%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%86%D9%8A/id592461319?mt=8,"حساباتي الشخصية المجاني
          4+",NA,faisal alhamadi,3.3,"3.3, 3 Ratings",Free,4.5 MB,"English, Arabic, French",Version 2.2,Business
454,Logo Maker: Designer & Watermark for Business Card,https://itunes.apple.com/sa/app/logo-maker-designer-watermark-for-business-card/id1158471406?mt=8,"Logo Maker: Designer & Watermark for Business Card
          4+",NA,Fighting Octopus,4.6,"4.6, 73 Ratings",Free,57.9 MB,English,Version 1.6,Business
455,وظايف نت,https://itunes.apple.com/sa/app/%D9%88%D8%B8%D8%A7%D9%8A%D9%81-%D9%86%D8%AA/id1193053049?mt=8,"وظايف نت
          4+",NA,Khaled Khamis,2.9,#181 in Business,Free,11.5 MB,English,Version 1.1,Business
456,ضريبة القيمة المضافة,https://itunes.apple.com/sa/app/%D8%B6%D8%B1%D9%8A%D8%A8%D8%A9-%D8%A7%D9%84%D9%82%D9%8A%D9%85%D8%A9-%D8%A7%D9%84%D9%85%D8%B6%D8%A7%D9%81%D8%A9/id1321283539?mt=8,"ضريبة القيمة المضافة
          4+",NA,MUAYAD AL-SHAMERI,3.2,"3.2, 5 Ratings",Free,21.3 MB,English,Version 1.2,Business
457,Workplace Chat by Facebook,https://itunes.apple.com/sa/app/workplace-chat-by-facebook/id958124798?mt=8,"Workplace Chat by Facebook
          4+",NA,"Facebook, Inc.",4.1,#163 in Business,Free,299.2 MB,"English, Czech, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Version 210.0,Business
458,JANA Rewards,https://itunes.apple.com/sa/app/jana-rewards/id1191086775?mt=8,"JANA Rewards
          4+",NA,BLU Points,3.8,"3.8, 65 Ratings",Free,37.7 MB,"English, Arabic",Version 1.6.1,Business
